home,away,game_id,home_win,season_num,date,reg_season,winner,hpg,hpb,hcg,hcb,apg,apb,acg,acb
Cleveland Cavaliers,Charlotte Hornets,22100017,False,69,2021-10-22,True,Charlotte Hornets,0.6648,0.5845,0.03298125,0.028215625,0.7393,0.6664,0.03833125,0.0332171875
Washington Wizards,Indiana Pacers,22100019,True,69,2021-10-22,True,Washington Wizards,0.7436,0.6606,0.038253125,0.0330296875,0.6634,0.5762,0.0331984375,0.0272453125
Orlando Magic,New York Knicks,22100018,False,69,2021-10-22,True,New York Knicks,0.6651,0.5865,0.0329765625,0.0279375,0.7378,0.6646,0.03809375,0.0332984375
Sacramento Kings,Utah Jazz,22100026,False,69,2021-10-22,True,Utah Jazz,0.7418,0.674,0.0385203125,0.033546875,0.7424,0.666,0.03844375,0.033234375
Philadelphia 76ers,Brooklyn Nets,22100021,False,69,2021-10-22,True,Brooklyn Nets,0.7363,0.6602,0.0381375,0.0329828125,0.6693,0.5832,0.033409375,0.02805
Boston Celtics,Toronto Raptors,22100020,False,69,2021-10-22,True,Toronto Raptors,0.6608,0.5804,0.032703125,0.02775625,0.6613,0.5857,0.0330234375,0.0279359375
Houston Rockets,Oklahoma City Thunder,22100023,True,69,2021-10-22,True,Houston Rockets,0.6693,0.5933,0.033484375,0.0286109375,0.6777,0.5924,0.0338390625,0.0282546875
Cleveland Cavaliers,Atlanta Hawks,22100027,True,69,2021-10-23,True,Cleveland Cavaliers,0.6216,0.5545,0.03028125,0.02591875,0.7494,0.6668,0.0391015625,0.0329078125
Portland Trail Blazers,Phoenix Suns,22100033,True,69,2021-10-23,True,Portland Trail Blazers,0.6728,0.5845,0.0337765625,0.0278109375,0.7021,0.6374,0.035721875,0.03139375
LA Clippers,Memphis Grizzlies,22100034,False,69,2021-10-23,True,Memphis Grizzlies,0.6591,0.5772,0.032984375,0.02815625,0.7538,0.6669,0.0389359375,0.033465625
Minnesota Timberwolves,New Orleans Pelicans,22100031,True,69,2021-10-23,True,Minnesota Timberwolves,0.7454,0.6707,0.03840625,0.0332484375,0.6325,0.5401,0.0309859375,0.0253359375
Indiana Pacers,Miami Heat,22100028,True,69,2021-10-23,True,Indiana Pacers,0.6283,0.5422,0.030446875,0.025053125,0.7474,0.6707,0.0389234375,0.033384375
Toronto Raptors,Dallas Mavericks,22100029,False,69,2021-10-23,True,Dallas Mavericks,0.7004,0.6359,0.035571875,0.030865625,0.6606,0.5922,0.0329828125,0.028515625
Chicago Bulls,Detroit Pistons,22100030,True,69,2021-10-23,True,Chicago Bulls,0.7724,0.7005,0.04074375,0.03590625,0.6527,0.5947,0.0324171875,0.028503125
San Antonio Spurs,Milwaukee Bucks,22100032,False,69,2021-10-23,True,Milwaukee Bucks,0.7028,0.6299,0.035909375,0.030925,0.7013,0.6309,0.0356140625,0.0308
Los Angeles Lakers,Memphis Grizzlies,22100040,True,69,2021-10-24,True,Los Angeles Lakers,0.6335,0.5505,0.0312671875,0.02575625,0.7812,0.7134,0.041384375,0.036146875
Sacramento Kings,Golden State Warriors,22100039,False,69,2021-10-24,True,Golden State Warriors,0.717,0.6293,0.03673125,0.0308828125,0.7805,0.7123,0.0412953125,0.0361578125
Houston Rockets,Boston Celtics,22100037,False,69,2021-10-24,True,Boston Celtics,0.71,0.6337,0.03619375,0.0311875,0.6217,0.5451,0.030103125,0.0255078125
Brooklyn Nets,Charlotte Hornets,22100035,False,69,2021-10-24,True,Charlotte Hornets,0.6942,0.6219,0.03505625,0.0299640625,0.7785,0.7059,0.0412,0.0358703125
New York Knicks,Orlando Magic,22100036,False,69,2021-10-24,True,Orlando Magic,0.7829,0.7038,0.04158125,0.0354703125,0.6324,0.533,0.0305734375,0.024753125
Oklahoma City Thunder,Philadelphia 76ers,22100038,False,69,2021-10-24,True,Philadelphia 76ers,0.6255,0.5567,0.0305390625,0.025853125,0.703,0.6271,0.0356625,0.03045625
LA Clippers,Portland Trail Blazers,22100049,True,69,2021-10-25,True,LA Clippers,0.6359,0.5623,0.0311125,0.026428125,0.7197,0.6358,0.0364515625,0.031325
Miami Heat,Orlando Magic,22100045,True,69,2021-10-25,True,Miami Heat,0.7003,0.6237,0.0352265625,0.0302546875,0.6608,0.5768,0.0327765625,0.0277203125
Atlanta Hawks,Detroit Pistons,22100043,True,69,2021-10-25,True,Atlanta Hawks,0.6945,0.6151,0.0351953125,0.02984375,0.6277,0.534,0.0303546875,0.02484375
Toronto Raptors,Chicago Bulls,22100046,False,69,2021-10-25,True,Chicago Bulls,0.6598,0.5757,0.0328828125,0.027190625,0.7993,0.7359,0.0425671875,0.0382203125
Minnesota Timberwolves,New Orleans Pelicans,22100047,False,69,2021-10-25,True,New Orleans Pelicans,0.7936,0.7245,0.0419703125,0.0369390625,0.595,0.5175,0.0287078125,0.023690625
Charlotte Hornets,Boston Celtics,22100041,False,69,2021-10-25,True,Boston Celtics,0.8097,0.7425,0.0433640625,0.038315625,0.6653,0.5785,0.03298125,0.027521875
Denver Nuggets,Cleveland Cavaliers,22100048,False,69,2021-10-25,True,Cleveland Cavaliers,0.7846,0.7146,0.0416484375,0.0366046875,0.6712,0.5778,0.0334015625,0.0275953125
Indiana Pacers,Milwaukee Bucks,22100042,False,69,2021-10-25,True,Milwaukee Bucks,0.6514,0.587,0.0323078125,0.027709375,0.734,0.6547,0.0376125,0.0323796875
Brooklyn Nets,Washington Wizards,22100044,True,69,2021-10-25,True,Brooklyn Nets,0.6592,0.5789,0.0327828125,0.0274421875,0.7719,0.6969,0.0405015625,0.0353703125
New York Knicks,Philadelphia 76ers,22100050,True,69,2021-10-26,True,New York Knicks,0.7301,0.6653,0.0376375,0.032840625,0.7364,0.6569,0.0379671875,0.032546875
San Antonio Spurs,Los Angeles Lakers,22100053,False,69,2021-10-26,True,Los Angeles Lakers,0.6817,0.5992,0.0343,0.0287125,0.6809,0.6019,0.033925,0.028821875
Oklahoma City Thunder,Golden State Warriors,22100051,False,69,2021-10-26,True,Golden State Warriors,0.5903,0.5032,0.0285125,0.02324375,0.8162,0.7503,0.0439203125,0.0394390625
Utah Jazz,Denver Nuggets,22100054,True,69,2021-10-26,True,Utah Jazz,0.7889,0.7233,0.041709375,0.0369796875,0.7511,0.6891,0.0390359375,0.034725
Dallas Mavericks,Houston Rockets,22100052,True,69,2021-10-26,True,Dallas Mavericks,0.7191,0.6351,0.03650625,0.0309453125,0.6791,0.5929,0.0338328125,0.0285453125
Oklahoma City Thunder,Los Angeles Lakers,22100061,True,69,2021-10-27,True,Oklahoma City Thunder,0.5598,0.4659,0.0263828125,0.020946875,0.7198,0.6422,0.0368828125,0.03170625
Boston Celtics,Washington Wizards,22100056,False,69,2021-10-27,True,Washington Wizards,0.6993,0.6257,0.0350125,0.0303359375,0.7356,0.6612,0.0378125,0.0328921875
Orlando Magic,Charlotte Hornets,22100055,False,69,2021-10-27,True,Charlotte Hornets,0.6161,0.5309,0.029728125,0.024478125,0.7775,0.706,0.040790625,0.035653125
Milwaukee Bucks,Minnesota Timberwolves,22100060,False,69,2021-10-27,True,Minnesota Timberwolves,0.7767,0.6993,0.040684375,0.0352078125,0.7531,0.6827,0.0392125,0.0343015625
New Orleans Pelicans,Atlanta Hawks,22100059,False,69,2021-10-27,True,Atlanta Hawks,0.6435,0.5481,0.0315828125,0.025928125,0.7376,0.6621,0.038,0.0331078125
Phoenix Suns,Sacramento Kings,22100062,False,69,2021-10-27,True,Sacramento Kings,0.6761,0.5965,0.033953125,0.0284765625,0.6837,0.6007,0.0343234375,0.0289203125
LA Clippers,Cleveland Cavaliers,22100064,False,69,2021-10-27,True,Cleveland Cavaliers,0.6725,0.5983,0.0336015625,0.0288359375,0.6942,0.6136,0.035034375,0.029853125
Toronto Raptors,Indiana Pacers,22100058,True,69,2021-10-27,True,Toronto Raptors,0.6148,0.5218,0.0297109375,0.0238546875,0.6094,0.5273,0.0293125,0.02455625
Brooklyn Nets,Miami Heat,22100057,False,69,2021-10-27,True,Miami Heat,0.7054,0.6177,0.035615625,0.02966875,0.7396,0.6556,0.038175,0.032409375
Portland Trail Blazers,Memphis Grizzlies,22100063,True,69,2021-10-27,True,Portland Trail Blazers,0.6909,0.6013,0.0345171875,0.0290140625,0.7589,0.6852,0.0396515625,0.03440625
Washington Wizards,Atlanta Hawks,22100066,True,69,2021-10-28,True,Washington Wizards,0.771,0.6976,0.0402234375,0.034871875,0.7697,0.6947,0.0402953125,0.0351734375
Dallas Mavericks,San Antonio Spurs,22100069,True,69,2021-10-28,True,Dallas Mavericks,0.7634,0.6921,0.0399890625,0.03474375,0.6486,0.5613,0.0315765625,0.02640625
Chicago Bulls,New York Knicks,22100067,False,69,2021-10-28,True,New York Knicks,0.8312,0.7758,0.04510625,0.040375,0.7676,0.7043,0.04033125,0.035709375
Houston Rockets,Utah Jazz,22100068,False,69,2021-10-28,True,Utah Jazz,0.6488,0.557,0.0314890625,0.0260453125,0.818,0.7627,0.0442484375,0.0397875
Golden State Warriors,Memphis Grizzlies,22100070,False,69,2021-10-28,True,Memphis Grizzlies,0.8574,0.7882,0.0470078125,0.0416421875,0.7266,0.652,0.0370734375,0.031809375
Philadelphia 76ers,Detroit Pistons,22100065,True,69,2021-10-28,True,Philadelphia 76ers,0.6892,0.6197,0.03451875,0.0298671875,0.5701,0.4822,0.02706875,0.0218171875
Denver Nuggets,Dallas Mavericks,22100075,True,69,2021-10-29,True,Denver Nuggets,0.7271,0.6419,0.036790625,0.0314921875,0.7923,0.7221,0.042253125,0.0368828125
Los Angeles Lakers,Cleveland Cavaliers,22100077,True,69,2021-10-29,True,Los Angeles Lakers,0.6782,0.6053,0.0337546875,0.0289625,0.7372,0.6639,0.037753125,0.0324171875
Miami Heat,Charlotte Hornets,22100073,True,69,2021-10-29,True,Miami Heat,0.7748,0.7039,0.0407296875,0.035640625,0.8033,0.7531,0.0429140625,0.0387890625
Portland Trail Blazers,LA Clippers,22100076,True,69,2021-10-29,True,Portland Trail Blazers,0.7217,0.6401,0.03689375,0.031325,0.6465,0.5537,0.031725,0.025896875
Toronto Raptors,Orlando Magic,22100071,True,69,2021-10-29,True,Toronto Raptors,0.6592,0.5732,0.0325984375,0.026934375,0.5718,0.482,0.027146875,0.0216546875
New Orleans Pelicans,Sacramento Kings,22100074,False,69,2021-10-29,True,Sacramento Kings,0.6009,0.5112,0.0284046875,0.0232671875,0.7145,0.6357,0.036353125,0.031184375
Brooklyn Nets,Indiana Pacers,22100072,True,69,2021-10-29,True,Brooklyn Nets,0.6683,0.5712,0.03284375,0.0268140625,0.5696,0.4703,0.02695625,0.0211
Phoenix Suns,Cleveland Cavaliers,22100088,True,69,2021-10-30,True,Phoenix Suns,0.6488,0.5555,0.031578125,0.0260140625,0.6989,0.6296,0.035028125,0.030625
Chicago Bulls,Utah Jazz,22100083,True,69,2021-10-30,True,Chicago Bulls,0.8015,0.7425,0.0426140625,0.0382,0.8465,0.7889,0.046309375,0.04178125
Golden State Warriors,Oklahoma City Thunder,22100086,True,69,2021-10-30,True,Golden State Warriors,0.8244,0.7507,0.0442078125,0.038859375,0.5954,0.5216,0.0284703125,0.0238171875
Minnesota Timberwolves,Denver Nuggets,22100087,False,69,2021-10-30,True,Denver Nuggets,0.7885,0.7258,0.0418875,0.0369046875,0.7603,0.6892,0.03949375,0.03451875
Memphis Grizzlies,Miami Heat,22100084,False,69,2021-10-30,True,Miami Heat,0.7563,0.6828,0.0391984375,0.034078125,0.8018,0.7412,0.04268125,0.0380703125
Indiana Pacers,Toronto Raptors,22100081,False,69,2021-10-30,True,Toronto Raptors,0.5312,0.4316,0.0243203125,0.0187890625,0.7004,0.62,0.0349453125,0.029703125
Detroit Pistons,Orlando Magic,22100079,True,69,2021-10-30,True,Detroit Pistons,0.5236,0.4334,0.0239640625,0.0190859375,0.5294,0.4431,0.0242828125,0.0191921875
Washington Wizards,Boston Celtics,22100078,True,69,2021-10-30,True,Washington Wizards,0.8052,0.7452,0.0430546875,0.038071875,0.658,0.5709,0.0322890625,0.026515625
Milwaukee Bucks,San Antonio Spurs,22100085,False,69,2021-10-30,True,San Antonio Spurs,0.7405,0.6677,0.037921875,0.032971875,0.5988,0.5137,0.0286328125,0.023621875
Philadelphia 76ers,Atlanta Hawks,22100082,True,69,2021-10-30,True,Philadelphia 76ers,0.7416,0.6586,0.037921875,0.032509375,0.7456,0.6607,0.0382359375,0.0326578125
New Orleans Pelicans,New York Knicks,22100080,False,69,2021-10-30,True,New York Knicks,0.5443,0.4686,0.02565625,0.0208140625,0.8129,0.7432,0.0433984375,0.038209375
Dallas Mavericks,Sacramento Kings,22100089,True,69,2021-10-31,True,Dallas Mavericks,0.7595,0.686,0.0395015625,0.0341875,0.7656,0.6968,0.0396734375,0.0344953125
Brooklyn Nets,Detroit Pistons,22100092,True,69,2021-10-31,True,Brooklyn Nets,0.7069,0.6275,0.03534375,0.029934375,0.5756,0.4901,0.026978125,0.0219921875
Milwaukee Bucks,Utah Jazz,22100091,False,69,2021-10-31,True,Utah Jazz,0.6997,0.6137,0.0348265625,0.0296234375,0.8263,0.7633,0.044603125,0.039490625
Los Angeles Lakers,Houston Rockets,22100093,True,69,2021-10-31,True,Los Angeles Lakers,0.7254,0.6507,0.036959375,0.031596875,0.6053,0.5087,0.028946875,0.0232671875
Charlotte Hornets,Portland Trail Blazers,22100090,True,69,2021-10-31,True,Charlotte Hornets,0.7789,0.7035,0.0407484375,0.0354265625,0.763,0.6843,0.0395234375,0.0343359375
Minnesota Timberwolves,Orlando Magic,22100101,False,69,2021-11-01,True,Orlando Magic,0.7669,0.6925,0.0400140625,0.034578125,0.4727,0.403,0.020953125,0.0171828125
Philadelphia 76ers,Portland Trail Blazers,22100096,True,69,2021-11-01,True,Philadelphia 76ers,0.7687,0.7047,0.0399296875,0.0348609375,0.7271,0.6558,0.0370109375,0.03215625
Atlanta Hawks,Washington Wizards,22100097,True,69,2021-11-01,True,Atlanta Hawks,0.7018,0.6142,0.0349859375,0.029103125,0.8375,0.767,0.0448546875,0.03975625
New York Knicks,Toronto Raptors,22100099,False,69,2021-11-01,True,Toronto Raptors,0.842,0.7734,0.0454,0.0402046875,0.7359,0.6637,0.03748125,0.03255
Memphis Grizzlies,Denver Nuggets,22100100,True,69,2021-11-01,True,Memphis Grizzlies,0.7336,0.6609,0.0375625,0.032059375,0.8032,0.7238,0.0424921875,0.03704375
Charlotte Hornets,Cleveland Cavaliers,22100094,False,69,2021-11-01,True,Cleveland Cavaliers,0.8083,0.7288,0.04253125,0.0370484375,0.6535,0.5646,0.0322421875,0.0263921875
Boston Celtics,Chicago Bulls,22100098,False,69,2021-11-01,True,Chicago Bulls,0.6101,0.5187,0.0293078125,0.02366875,0.8346,0.7693,0.0452484375,0.040090625
Indiana Pacers,San Antonio Spurs,22100095,True,69,2021-11-01,True,Indiana Pacers,0.4689,0.3856,0.02085625,0.016321875,0.6491,0.5707,0.031853125,0.026909375
LA Clippers,Oklahoma City Thunder,22100102,True,69,2021-11-01,True,LA Clippers,0.6054,0.5175,0.0291234375,0.0235515625,0.5652,0.4746,0.0266015625,0.02115
Detroit Pistons,Milwaukee Bucks,22100103,False,69,2021-11-02,True,Milwaukee Bucks,0.5059,0.4286,0.0230640625,0.0187125,0.646,0.5703,0.03156875,0.02635625
Utah Jazz,Sacramento Kings,22100105,True,69,2021-11-02,True,Utah Jazz,0.8581,0.7977,0.0473765625,0.04260625,0.7354,0.6621,0.037534375,0.0322578125
Los Angeles Lakers,Houston Rockets,22100107,True,69,2021-11-02,True,Los Angeles Lakers,0.7749,0.6976,0.040540625,0.0348921875,0.5596,0.484,0.026171875,0.0217296875
Dallas Mavericks,Miami Heat,22100104,False,69,2021-11-02,True,Miami Heat,0.8021,0.7395,0.0426609375,0.037928125,0.834,0.7745,0.04488125,0.0404953125
Phoenix Suns,New Orleans Pelicans,22100106,True,69,2021-11-02,True,Phoenix Suns,0.704,0.6108,0.035084375,0.029453125,0.5298,0.447,0.0242734375,0.0196796875
Sacramento Kings,New Orleans Pelicans,22100118,True,69,2021-11-03,True,Sacramento Kings,0.7024,0.6221,0.0352375,0.02974375,0.4802,0.3939,0.021234375,0.016709375
Indiana Pacers,New York Knicks,22100109,True,69,2021-11-03,True,Indiana Pacers,0.5169,0.426,0.023246875,0.018384375,0.7927,0.7318,0.0419671875,0.037209375
San Antonio Spurs,Dallas Mavericks,22100116,False,69,2021-11-03,True,Dallas Mavericks,0.6122,0.5277,0.029453125,0.0241578125,0.7809,0.7033,0.040465625,0.0352640625
Brooklyn Nets,Atlanta Hawks,22100113,True,69,2021-11-03,True,Brooklyn Nets,0.735,0.6461,0.037196875,0.03139375,0.7243,0.652,0.03675,0.031790625
Washington Wizards,Toronto Raptors,22100112,False,69,2021-11-03,True,Toronto Raptors,0.7975,0.7309,0.041953125,0.0375125,0.7626,0.6924,0.0398375,0.0342703125
Cleveland Cavaliers,Portland Trail Blazers,22100108,True,69,2021-11-03,True,Cleveland Cavaliers,0.6977,0.6106,0.0344828125,0.0291921875,0.7047,0.6275,0.03505625,0.0299546875
Orlando Magic,Boston Celtics,22100110,False,69,2021-11-03,True,Boston Celtics,0.5137,0.4192,0.0231796875,0.01814375,0.5652,0.463,0.0260359375,0.0205921875
Minnesota Timberwolves,LA Clippers,22100115,False,69,2021-11-03,True,LA Clippers,0.7427,0.6616,0.038096875,0.0323625,0.6669,0.5782,0.0330078125,0.0272328125
Golden State Warriors,Charlotte Hornets,22100117,True,69,2021-11-03,True,Golden State Warriors,0.8602,0.8115,0.0474859375,0.043159375,0.7684,0.6904,0.0398796875,0.034540625
Memphis Grizzlies,Denver Nuggets,22100114,True,69,2021-11-03,True,Memphis Grizzlies,0.7778,0.7009,0.040303125,0.034928125,0.7731,0.6974,0.040484375,0.03475
Philadelphia 76ers,Chicago Bulls,22100111,True,69,2021-11-03,True,Philadelphia 76ers,0.7984,0.7263,0.04249375,0.0368546875,0.8571,0.7974,0.046978125,0.0423375
Miami Heat,Boston Celtics,22100121,False,69,2021-11-04,True,Boston Celtics,0.8588,0.7958,0.0474390625,0.0420625,0.6051,0.5168,0.028821875,0.0233296875
Phoenix Suns,Houston Rockets,22100122,True,69,2021-11-04,True,Phoenix Suns,0.7304,0.6541,0.03724375,0.0318640625,0.534,0.4447,0.024528125,0.0196390625
Atlanta Hawks,Utah Jazz,22100120,False,69,2021-11-04,True,Utah Jazz,0.6788,0.6041,0.033759375,0.0286671875,0.8851,0.8363,0.049325,0.0453125
Detroit Pistons,Philadelphia 76ers,22100119,False,69,2021-11-04,True,Philadelphia 76ers,0.473,0.3693,0.02125625,0.0157703125,0.8335,0.7729,0.044928125,0.0405640625
Los Angeles Lakers,Oklahoma City Thunder,22100123,False,69,2021-11-04,True,Oklahoma City Thunder,0.8128,0.7415,0.042928125,0.0377921875,0.5214,0.4365,0.0236765625,0.0188171875
Minnesota Timberwolves,LA Clippers,22100129,False,69,2021-11-05,True,LA Clippers,0.7032,0.6061,0.0349734375,0.0289640625,0.7004,0.616,0.0353796875,0.02918125
Washington Wizards,Memphis Grizzlies,22100126,True,69,2021-11-05,True,Washington Wizards,0.7722,0.6988,0.039934375,0.0351171875,0.8076,0.7429,0.0427578125,0.0377234375
Golden State Warriors,New Orleans Pelicans,22100130,True,69,2021-11-05,True,Golden State Warriors,0.8881,0.8341,0.04973125,0.0451109375,0.4268,0.3501,0.01865,0.01433125
Sacramento Kings,Charlotte Hornets,22100132,True,69,2021-11-05,True,Sacramento Kings,0.7358,0.6642,0.0374640625,0.032559375,0.7185,0.6517,0.0363828125,0.0315640625
Detroit Pistons,Brooklyn Nets,22100124,False,69,2021-11-05,True,Brooklyn Nets,0.4289,0.3459,0.0188375,0.0142203125,0.7708,0.6925,0.0401296875,0.0345625
Portland Trail Blazers,Indiana Pacers,22100131,True,69,2021-11-05,True,Portland Trail Blazers,0.6615,0.5811,0.032140625,0.0267828125,0.5636,0.4677,0.026109375,0.0208015625
Milwaukee Bucks,New York Knicks,22100128,False,69,2021-11-05,True,New York Knicks,0.6955,0.6114,0.03458125,0.0291734375,0.7722,0.6901,0.040140625,0.03426875
Orlando Magic,San Antonio Spurs,22100125,False,69,2021-11-05,True,San Antonio Spurs,0.4799,0.3884,0.0212734375,0.0165234375,0.5604,0.4833,0.0260046875,0.021009375
Toronto Raptors,Cleveland Cavaliers,22100127,False,69,2021-11-05,True,Cleveland Cavaliers,0.821,0.7533,0.0437515625,0.037984375,0.7457,0.6661,0.0378875,0.0321953125
Phoenix Suns,Atlanta Hawks,22100137,True,69,2021-11-06,True,Phoenix Suns,0.7704,0.6978,0.0395328125,0.0346828125,0.6542,0.5821,0.0316296875,0.0271203125
Chicago Bulls,Philadelphia 76ers,22100135,False,69,2021-11-06,True,Philadelphia 76ers,0.8373,0.7823,0.0455953125,0.0406828125,0.8705,0.8062,0.0478203125,0.0426921875
Portland Trail Blazers,Los Angeles Lakers,22100138,True,69,2021-11-06,True,Portland Trail Blazers,0.6931,0.6106,0.0341671875,0.0288203125,0.7649,0.6932,0.039175,0.0341140625
Miami Heat,Utah Jazz,22100134,True,69,2021-11-06,True,Miami Heat,0.84,0.7858,0.045203125,0.0409046875,0.9058,0.8613,0.0510234375,0.0472140625
Dallas Mavericks,Boston Celtics,22100136,True,69,2021-11-06,True,Dallas Mavericks,0.803,0.7429,0.0422671875,0.03766875,0.6575,0.582,0.0319203125,0.0269078125
Denver Nuggets,Houston Rockets,22100133,True,69,2021-11-06,True,Denver Nuggets,0.7345,0.651,0.037096875,0.031534375,0.4726,0.3811,0.0208171875,0.015971875
Golden State Warriors,Houston Rockets,22100145,True,69,2021-11-07,True,Golden State Warriors,0.9024,0.8632,0.050753125,0.0473890625,0.4195,0.3429,0.01789375,0.01386875
Orlando Magic,Utah Jazz,22100141,True,69,2021-11-07,True,Orlando Magic,0.4337,0.3457,0.0186,0.0141828125,0.8879,0.8423,0.0493828125,0.0452046875
LA Clippers,Charlotte Hornets,22100146,True,69,2021-11-07,True,LA Clippers,0.7357,0.6572,0.0371546875,0.0318734375,0.7065,0.6352,0.0350296875,0.030359375
Toronto Raptors,Brooklyn Nets,22100139,False,69,2021-11-07,True,Brooklyn Nets,0.7879,0.7124,0.0407265625,0.035496875,0.8038,0.7448,0.0427671875,0.0379546875
Washington Wizards,Milwaukee Bucks,22100142,True,69,2021-11-07,True,Washington Wizards,0.8142,0.7495,0.0432953125,0.0379640625,0.6639,0.5862,0.03251875,0.0273234375
Oklahoma City Thunder,San Antonio Spurs,22100144,True,69,2021-11-07,True,Oklahoma City Thunder,0.5614,0.4747,0.025740625,0.020778125,0.6131,0.5214,0.0289765625,0.02348125
Sacramento Kings,Indiana Pacers,22100143,False,69,2021-11-07,True,Indiana Pacers,0.7667,0.6982,0.039590625,0.0342828125,0.5252,0.4372,0.0237546875,0.01916875
New York Knicks,Cleveland Cavaliers,22100140,False,69,2021-11-07,True,Cleveland Cavaliers,0.8145,0.7468,0.04340625,0.0380953125,0.7871,0.7115,0.040815625,0.0352328125
Golden State Warriors,Atlanta Hawks,22100152,True,69,2021-11-08,True,Golden State Warriors,0.9257,0.8922,0.0529640625,0.049671875,0.6123,0.5348,0.02900625,0.0244
Philadelphia 76ers,New York Knicks,22100147,False,69,2021-11-08,True,New York Knicks,0.897,0.841,0.0497203125,0.045440625,0.7804,0.7089,0.0405078125,0.0355078125
Sacramento Kings,Phoenix Suns,22100153,False,69,2021-11-08,True,Phoenix Suns,0.7367,0.6578,0.03728125,0.031328125,0.7986,0.7473,0.04210625,0.0377484375
Los Angeles Lakers,Charlotte Hornets,22100154,True,69,2021-11-08,True,Los Angeles Lakers,0.7341,0.6568,0.03664375,0.031865625,0.6655,0.5767,0.03219375,0.0267859375
Chicago Bulls,Brooklyn Nets,22100148,True,69,2021-11-08,True,Chicago Bulls,0.8141,0.7526,0.0432390625,0.0384359375,0.8445,0.7872,0.0458109375,0.040859375
Denver Nuggets,Miami Heat,22100151,True,69,2021-11-08,True,Denver Nuggets,0.7736,0.7011,0.0396078125,0.03443125,0.8688,0.8184,0.0477171875,0.0434390625
