home,away,game_id,home_win,season_num,date,reg_season,winner,hpg,hpb,hcg,hcb,apg,apb,acg,acb
New York Knicks,Detroit Pistons,22200023,True,70,2022-10-21,True,New York Knicks,0.6726,0.5839,0.0336375,0.0279875,0.7479,0.671,0.0388390625,0.033684375
Charlotte Hornets,New Orleans Pelicans,22200017,False,70,2022-10-21,True,New Orleans Pelicans,0.7481,0.6732,0.03870625,0.03351875,0.7335,0.6597,0.0377078125,0.0329609375
Miami Heat,Boston Celtics,22200022,False,70,2022-10-21,True,Boston Celtics,0.6702,0.5999,0.0333625,0.0288671875,0.7418,0.6753,0.0383890625,0.033734375
Washington Wizards,Chicago Bulls,22200019,True,70,2022-10-21,True,Washington Wizards,0.7522,0.678,0.039025,0.0339921875,0.748,0.6783,0.0389296875,0.0340875
Denver Nuggets,Oklahoma City Thunder,22200035,True,70,2022-10-22,True,Denver Nuggets,0.7063,0.6165,0.03575,0.030228125,0.6628,0.581,0.0330515625,0.0275875
Orlando Magic,Boston Celtics,22200030,False,70,2022-10-22,True,Boston Celtics,0.6488,0.546,0.0319640625,0.025534375,0.784,0.7114,0.04120625,0.0362796875
Chicago Bulls,Cleveland Cavaliers,22200032,False,70,2022-10-22,True,Cleveland Cavaliers,0.7105,0.6436,0.0361453125,0.031321875,0.6755,0.5837,0.03390625,0.02795625
Sacramento Kings,LA Clippers,22200036,False,70,2022-10-22,True,LA Clippers,0.663,0.5873,0.03298125,0.02844375,0.7303,0.657,0.0381078125,0.03266875
Miami Heat,Toronto Raptors,22200031,True,70,2022-10-22,True,Miami Heat,0.6377,0.5499,0.0312234375,0.0257578125,0.7158,0.6344,0.036590625,0.0309140625
Indiana Pacers,Detroit Pistons,22200029,True,70,2022-10-22,True,Indiana Pacers,0.6313,0.5566,0.030971875,0.02616875,0.7098,0.6414,0.03599375,0.031559375
Philadelphia 76ers,San Antonio Spurs,22200028,False,70,2022-10-22,True,San Antonio Spurs,0.6238,0.5538,0.030659375,0.0260203125,0.6996,0.6246,0.03559375,0.03045
Milwaukee Bucks,Houston Rockets,22200033,True,70,2022-10-22,True,Milwaukee Bucks,0.7456,0.6837,0.03864375,0.034275,0.6153,0.5409,0.02985,0.0253109375
Dallas Mavericks,Memphis Grizzlies,22200034,True,70,2022-10-22,True,Dallas Mavericks,0.6567,0.5798,0.0327375,0.0274609375,0.7816,0.7023,0.0413984375,0.0355953125
Los Angeles Lakers,Portland Trail Blazers,22200037,False,70,2022-10-23,True,Portland Trail Blazers,0.6238,0.5312,0.030478125,0.0249171875,0.7825,0.709,0.041240625,0.0359125
Oklahoma City Thunder,Minnesota Timberwolves,22200041,False,70,2022-10-23,True,Minnesota Timberwolves,0.6176,0.5412,0.0297265625,0.025071875,0.7035,0.6232,0.035609375,0.0303921875
Golden State Warriors,Sacramento Kings,22200042,True,70,2022-10-23,True,Golden State Warriors,0.6985,0.6263,0.0354515625,0.030253125,0.633,0.5398,0.0306609375,0.024996875
New Orleans Pelicans,Utah Jazz,22200040,False,70,2022-10-23,True,Utah Jazz,0.7714,0.7059,0.0404921875,0.035896875,0.7805,0.7005,0.0409671875,0.03543125
Cleveland Cavaliers,Washington Wizards,22200039,True,70,2022-10-23,True,Cleveland Cavaliers,0.7082,0.635,0.0362359375,0.0308609375,0.7854,0.7161,0.041725,0.03664375
Atlanta Hawks,Charlotte Hornets,22200038,False,70,2022-10-23,True,Charlotte Hornets,0.787,0.7161,0.041703125,0.0364265625,0.7132,0.6396,0.036584375,0.031375
LA Clippers,Phoenix Suns,22200043,False,70,2022-10-23,True,Phoenix Suns,0.7716,0.7075,0.0404328125,0.0355625,0.696,0.6214,0.035240625,0.0301046875
Philadelphia 76ers,Indiana Pacers,22200044,True,70,2022-10-24,True,Philadelphia 76ers,0.5879,0.5032,0.0281515625,0.023178125,0.6763,0.5804,0.033528125,0.0277390625
Houston Rockets,Utah Jazz,22200048,True,70,2022-10-24,True,Houston Rockets,0.5779,0.4904,0.0276515625,0.0222046875,0.8208,0.7389,0.0437484375,0.0382234375
Portland Trail Blazers,Denver Nuggets,22200051,True,70,2022-10-24,True,Portland Trail Blazers,0.8131,0.7476,0.0434375,0.038759375,0.748,0.6647,0.0385,0.03299375
New York Knicks,Orlando Magic,22200046,True,70,2022-10-24,True,New York Knicks,0.7183,0.6346,0.0366421875,0.031065625,0.5849,0.501,0.0280359375,0.022815625
Chicago Bulls,Boston Celtics,22200047,True,70,2022-10-24,True,Chicago Bulls,0.6714,0.6025,0.03323125,0.028825,0.8166,0.7553,0.04444375,0.03913125
Miami Heat,Toronto Raptors,22200045,False,70,2022-10-24,True,Toronto Raptors,0.6738,0.5867,0.033725,0.028246875,0.6747,0.5985,0.033759375,0.02835
Memphis Grizzlies,Brooklyn Nets,22200049,True,70,2022-10-24,True,Memphis Grizzlies,0.7406,0.6647,0.037959375,0.0330953125,0.7112,0.6301,0.03610625,0.031096875
Minnesota Timberwolves,San Antonio Spurs,22200050,False,70,2022-10-24,True,San Antonio Spurs,0.7349,0.6652,0.0378640625,0.03275,0.7411,0.6634,0.0382875,0.0327953125
Oklahoma City Thunder,LA Clippers,22200054,True,70,2022-10-25,True,Oklahoma City Thunder,0.5804,0.4889,0.027328125,0.02218125,0.7446,0.6605,0.0382125,0.032759375
New Orleans Pelicans,Dallas Mavericks,22200053,True,70,2022-10-25,True,New Orleans Pelicans,0.7408,0.6585,0.0382546875,0.032534375,0.7019,0.6276,0.0354109375,0.03055
Washington Wizards,Detroit Pistons,22200052,True,70,2022-10-25,True,Washington Wizards,0.7521,0.685,0.0391609375,0.034275,0.6905,0.5905,0.0346640625,0.0281203125
Phoenix Suns,Golden State Warriors,22200055,True,70,2022-10-25,True,Phoenix Suns,0.7477,0.6676,0.0386328125,0.033,0.7379,0.6677,0.0379703125,0.0328625
Minnesota Timberwolves,San Antonio Spurs,22200062,True,70,2022-10-26,True,Minnesota Timberwolves,0.701,0.6216,0.035709375,0.030134375,0.7763,0.7022,0.0406859375,0.0353625
Milwaukee Bucks,Brooklyn Nets,22200060,True,70,2022-10-26,True,Milwaukee Bucks,0.7845,0.7146,0.04169375,0.0365875,0.684,0.5989,0.034190625,0.0288546875
Utah Jazz,Houston Rockets,22200063,True,70,2022-10-26,True,Utah Jazz,0.7725,0.7061,0.040615625,0.0355421875,0.6169,0.5359,0.0298203125,0.0248328125
New York Knicks,Charlotte Hornets,22200058,True,70,2022-10-26,True,New York Knicks,0.7587,0.6846,0.0396796875,0.034259375,0.7534,0.6746,0.039290625,0.03385625
Chicago Bulls,Indiana Pacers,22200061,True,70,2022-10-26,True,Chicago Bulls,0.7197,0.6464,0.0368765625,0.0317234375,0.6423,0.5552,0.03135625,0.0260578125
Toronto Raptors,Philadelphia 76ers,22200059,True,70,2022-10-26,True,Toronto Raptors,0.7213,0.6391,0.0367921875,0.0311234375,0.638,0.5524,0.031375,0.0254859375
Denver Nuggets,Los Angeles Lakers,22200064,True,70,2022-10-26,True,Denver Nuggets,0.7041,0.6285,0.03540625,0.0305203125,0.582,0.4847,0.0276921875,0.022215625
Detroit Pistons,Atlanta Hawks,22200057,False,70,2022-10-26,True,Atlanta Hawks,0.6398,0.5663,0.03126875,0.0262984375,0.7512,0.6691,0.0390203125,0.033371875
Portland Trail Blazers,Miami Heat,22200065,False,70,2022-10-26,True,Miami Heat,0.8297,0.7808,0.0451265625,0.04128125,0.6427,0.5621,0.0312796875,0.0264703125
Cleveland Cavaliers,Orlando Magic,22200056,True,70,2022-10-26,True,Cleveland Cavaliers,0.7546,0.6806,0.0394109375,0.0339171875,0.551,0.453,0.0259359375,0.020384375
Brooklyn Nets,Dallas Mavericks,22200066,False,70,2022-10-27,True,Dallas Mavericks,0.6259,0.5594,0.030609375,0.02626875,0.663,0.5905,0.0329703125,0.0280671875
Sacramento Kings,Memphis Grizzlies,22200069,False,70,2022-10-27,True,Memphis Grizzlies,0.5756,0.489,0.0274796875,0.022196875,0.7822,0.7013,0.04095625,0.035503125
Golden State Warriors,Miami Heat,22200068,True,70,2022-10-27,True,Golden State Warriors,0.7018,0.6248,0.0354453125,0.030146875,0.6784,0.5989,0.033790625,0.02855
Oklahoma City Thunder,LA Clippers,22200067,True,70,2022-10-27,True,Oklahoma City Thunder,0.6257,0.5292,0.03016875,0.02453125,0.7043,0.6211,0.03555625,0.029884375
San Antonio Spurs,Chicago Bulls,22200077,True,70,2022-10-28,True,San Antonio Spurs,0.7316,0.6595,0.0377140625,0.0326015625,0.7531,0.6935,0.039196875,0.0346796875
Toronto Raptors,Philadelphia 76ers,22200073,False,70,2022-10-28,True,Philadelphia 76ers,0.7637,0.6915,0.0398171875,0.0344515625,0.5968,0.5063,0.028553125,0.0229625
Orlando Magic,Charlotte Hornets,22200071,True,70,2022-10-28,True,Orlando Magic,0.5166,0.4254,0.023528125,0.0185578125,0.7277,0.641,0.0369796875,0.03124375
Minnesota Timberwolves,Los Angeles Lakers,22200076,True,70,2022-10-28,True,Minnesota Timberwolves,0.737,0.6544,0.0376984375,0.032225,0.5353,0.4364,0.024553125,0.01931875
Portland Trail Blazers,Houston Rockets,22200080,True,70,2022-10-28,True,Portland Trail Blazers,0.8042,0.7398,0.04269375,0.0379265625,0.5668,0.4843,0.0266640625,0.021615625
Phoenix Suns,New Orleans Pelicans,22200079,True,70,2022-10-28,True,Phoenix Suns,0.7731,0.7025,0.0405390625,0.035190625,0.7674,0.6955,0.0401609375,0.0349640625
Boston Celtics,Cleveland Cavaliers,22200072,False,70,2022-10-28,True,Cleveland Cavaliers,0.7914,0.7129,0.041946875,0.036328125,0.7976,0.723,0.0422203125,0.0367859375
Milwaukee Bucks,New York Knicks,22200075,True,70,2022-10-28,True,Milwaukee Bucks,0.8216,0.7562,0.0439953125,0.039421875,0.792,0.725,0.0418609375,0.03699375
Detroit Pistons,Atlanta Hawks,22200070,False,70,2022-10-28,True,Atlanta Hawks,0.6081,0.5185,0.02929375,0.0238390625,0.7946,0.7236,0.04230625,0.0370296875
Washington Wizards,Indiana Pacers,22200074,False,70,2022-10-28,True,Indiana Pacers,0.7965,0.7197,0.0424078125,0.036946875,0.6034,0.5145,0.0291046875,0.0235359375
Denver Nuggets,Utah Jazz,22200078,True,70,2022-10-28,True,Denver Nuggets,0.7438,0.657,0.038140625,0.032296875,0.8006,0.7301,0.04244375,0.037503125
Charlotte Hornets,Golden State Warriors,22200082,True,70,2022-10-29,True,Charlotte Hornets,0.6893,0.6005,0.034446875,0.0286296875,0.733,0.6646,0.037534375,0.0325984375
Dallas Mavericks,Oklahoma City Thunder,22200086,False,70,2022-10-29,True,Oklahoma City Thunder,0.6966,0.6136,0.035259375,0.02975,0.6543,0.5768,0.0321484375,0.0270109375
Sacramento Kings,Miami Heat,22200081,True,70,2022-10-29,True,Sacramento Kings,0.5298,0.4392,0.0245046875,0.019359375,0.6401,0.5551,0.0311171875,0.0261265625
Milwaukee Bucks,Atlanta Hawks,22200085,True,70,2022-10-29,True,Milwaukee Bucks,0.852,0.7857,0.0467171875,0.041475,0.8241,0.7614,0.0444953125,0.039578125
Utah Jazz,Memphis Grizzlies,22200087,True,70,2022-10-29,True,Utah Jazz,0.7816,0.6967,0.040896875,0.0348375,0.8064,0.7372,0.0427953125,0.03765
Brooklyn Nets,Indiana Pacers,22200083,False,70,2022-10-29,True,Indiana Pacers,0.5946,0.5121,0.028209375,0.023271875,0.6467,0.5584,0.0315296875,0.026040625
Chicago Bulls,Philadelphia 76ers,22200084,False,70,2022-10-29,True,Philadelphia 76ers,0.7255,0.6464,0.0370890625,0.03168125,0.6522,0.557,0.0317890625,0.0259484375
Boston Celtics,Washington Wizards,22200089,True,70,2022-10-30,True,Boston Celtics,0.7713,0.6838,0.040153125,0.0342265625,0.7651,0.6842,0.0399359375,0.034040625
San Antonio Spurs,Minnesota Timberwolves,22200092,True,70,2022-10-30,True,San Antonio Spurs,0.7694,0.691,0.0401546875,0.0346734375,0.7733,0.7094,0.040359375,0.0356390625
Los Angeles Lakers,Denver Nuggets,22200095,True,70,2022-10-30,True,Los Angeles Lakers,0.4798,0.3977,0.0216421875,0.01741875,0.7716,0.7043,0.0401984375,0.0353703125
Dallas Mavericks,Orlando Magic,22200093,True,70,2022-10-30,True,Dallas Mavericks,0.6499,0.5682,0.0321109375,0.0269140625,0.5557,0.4723,0.0260875,0.02123125
Phoenix Suns,Houston Rockets,22200094,True,70,2022-10-30,True,Phoenix Suns,0.8073,0.7342,0.0427265625,0.0374109375,0.5253,0.4249,0.0242234375,0.0188109375
Cleveland Cavaliers,New York Knicks,22200090,True,70,2022-10-30,True,Cleveland Cavaliers,0.8291,0.7625,0.044734375,0.039809375,0.7678,0.6902,0.03985625,0.03456875
LA Clippers,New Orleans Pelicans,22200088,False,70,2022-10-30,True,New Orleans Pelicans,0.6538,0.5663,0.032225,0.026628125,0.7382,0.6608,0.0378078125,0.0327484375
Detroit Pistons,Golden State Warriors,22200091,True,70,2022-10-30,True,Detroit Pistons,0.5579,0.4766,0.0260734375,0.02155,0.6911,0.6211,0.034453125,0.03008125
Toronto Raptors,Atlanta Hawks,22200099,True,70,2022-10-31,True,Toronto Raptors,0.7299,0.6525,0.0370453125,0.0317046875,0.7978,0.7303,0.0422765625,0.0374578125
Charlotte Hornets,Sacramento Kings,22200096,False,70,2022-10-31,True,Sacramento Kings,0.7263,0.6519,0.037184375,0.0319265625,0.5665,0.4876,0.0266921875,0.0222
LA Clippers,Houston Rockets,22200102,True,70,2022-10-31,True,LA Clippers,0.6181,0.5285,0.029584375,0.0242546875,0.4825,0.3838,0.0215984375,0.01638125
Milwaukee Bucks,Detroit Pistons,22200100,True,70,2022-10-31,True,Milwaukee Bucks,0.8819,0.8322,0.0493609375,0.0450203125,0.608,0.5193,0.02929375,0.0239203125
Utah Jazz,Memphis Grizzlies,22200101,True,70,2022-10-31,True,Utah Jazz,0.8079,0.7434,0.04290625,0.03796875,0.7714,0.7086,0.040240625,0.0354671875
Washington Wizards,Philadelphia 76ers,22200097,False,70,2022-10-31,True,Philadelphia 76ers,0.7322,0.6503,0.0371203125,0.03178125,0.6916,0.6035,0.0345703125,0.028915625
Brooklyn Nets,Indiana Pacers,22200098,True,70,2022-10-31,True,Brooklyn Nets,0.5581,0.4781,0.0261453125,0.0212,0.7015,0.6049,0.0350296875,0.028734375
Brooklyn Nets,Chicago Bulls,22200103,False,70,2022-11-01,True,Chicago Bulls,0.6095,0.5217,0.02895625,0.024065625,0.6823,0.6125,0.0338703125,0.029128125
Miami Heat,Golden State Warriors,22200104,True,70,2022-11-01,True,Miami Heat,0.6156,0.5242,0.0295421875,0.0240546875,0.6625,0.5692,0.0325546875,0.0268578125
Oklahoma City Thunder,Orlando Magic,22200105,True,70,2022-11-01,True,Oklahoma City Thunder,0.7008,0.6294,0.0350453125,0.0301828125,0.5158,0.4307,0.0237484375,0.018678125
Phoenix Suns,Minnesota Timberwolves,22200106,True,70,2022-11-01,True,Phoenix Suns,0.8357,0.7803,0.0453359375,0.0409296875,0.7354,0.6535,0.037225,0.0319765625
Cleveland Cavaliers,Boston Celtics,22200107,True,70,2022-11-02,True,Cleveland Cavaliers,0.8576,0.8032,0.0472109375,0.0425140625,0.7973,0.734,0.042534375,0.037328125
Dallas Mavericks,Utah Jazz,22200115,True,70,2022-11-02,True,Dallas Mavericks,0.6972,0.6087,0.0351046875,0.029325,0.8465,0.7815,0.045621875,0.0408125
Milwaukee Bucks,Detroit Pistons,22200113,True,70,2022-11-02,True,Milwaukee Bucks,0.9012,0.8545,0.05110625,0.0469234375,0.5676,0.4772,0.0264921875,0.0212234375
Miami Heat,Sacramento Kings,22200109,True,70,2022-11-02,True,Miami Heat,0.6565,0.5685,0.0320125,0.0263640625,0.6092,0.5265,0.029484375,0.0241625
Philadelphia 76ers,Washington Wizards,22200108,False,70,2022-11-02,True,Washington Wizards,0.7295,0.6505,0.036884375,0.0317203125,0.6863,0.6062,0.034003125,0.0290328125
New York Knicks,Atlanta Hawks,22200110,False,70,2022-11-02,True,Atlanta Hawks,0.7318,0.649,0.0372265625,0.031546875,0.7655,0.6852,0.0396625,0.034184375
Portland Trail Blazers,Memphis Grizzlies,22200116,False,70,2022-11-02,True,Memphis Grizzlies,0.8437,0.7718,0.0456578125,0.040275,0.7409,0.6529,0.038078125,0.0318578125
San Antonio Spurs,Toronto Raptors,22200114,False,70,2022-11-02,True,Toronto Raptors,0.8054,0.7404,0.042853125,0.0383953125,0.7709,0.6808,0.0398625,0.033875
Houston Rockets,LA Clippers,22200112,False,70,2022-11-02,True,LA Clippers,0.4317,0.3448,0.018978125,0.014303125,0.659,0.5772,0.032515625,0.0269765625
Los Angeles Lakers,New Orleans Pelicans,22200117,True,70,2022-11-02,True,Los Angeles Lakers,0.5227,0.4413,0.0238859375,0.01946875,0.7773,0.7056,0.040628125,0.03545
Chicago Bulls,Charlotte Hornets,22200111,True,70,2022-11-02,True,Chicago Bulls,0.7265,0.6496,0.036721875,0.031496875,0.6898,0.6059,0.034103125,0.028484375
Orlando Magic,Golden State Warriors,22200118,True,70,2022-11-03,True,Orlando Magic,0.4576,0.3813,0.020228125,0.0161046875,0.6117,0.5285,0.029253125,0.024296875
Oklahoma City Thunder,Denver Nuggets,22200119,False,70,2022-11-03,True,Denver Nuggets,0.7403,0.6672,0.037946875,0.032921875,0.748,0.6747,0.0385046875,0.033175
Minnesota Timberwolves,Milwaukee Bucks,22200129,False,70,2022-11-04,True,Milwaukee Bucks,0.7099,0.6308,0.0353859375,0.030284375,0.9146,0.8811,0.0524015625,0.0492796875
Indiana Pacers,Miami Heat,22200121,True,70,2022-11-04,True,Indiana Pacers,0.6447,0.5543,0.031196875,0.0253796875,0.6937,0.5977,0.0344296875,0.0282734375
Dallas Mavericks,Toronto Raptors,22200127,True,70,2022-11-04,True,Dallas Mavericks,0.7455,0.6729,0.03838125,0.0332796875,0.7929,0.7284,0.0415984375,0.03679375
New Orleans Pelicans,Golden State Warriors,22200128,True,70,2022-11-04,True,New Orleans Pelicans,0.7441,0.6587,0.038384375,0.0326890625,0.5915,0.4913,0.0279109375,0.021765625
Los Angeles Lakers,Utah Jazz,22200131,False,70,2022-11-04,True,Utah Jazz,0.5725,0.4841,0.0267921875,0.021696875,0.8171,0.7516,0.043340625,0.0387078125
Boston Celtics,Chicago Bulls,22200124,True,70,2022-11-04,True,Boston Celtics,0.7648,0.6888,0.0398484375,0.0341640625,0.768,0.6922,0.0399234375,0.034103125
Detroit Pistons,Cleveland Cavaliers,22200120,False,70,2022-11-04,True,Cleveland Cavaliers,0.5111,0.4206,0.0233296875,0.01819375,0.8808,0.8168,0.048865625,0.044190625
Memphis Grizzlies,Charlotte Hornets,22200125,True,70,2022-11-04,True,Memphis Grizzlies,0.7886,0.7091,0.041021875,0.0356390625,0.6444,0.5665,0.0311640625,0.02611875
Phoenix Suns,Portland Trail Blazers,22200130,False,70,2022-11-04,True,Portland Trail Blazers,0.8731,0.81,0.0483109375,0.0431296875,0.8103,0.741,0.0431140625,0.0379265625
San Antonio Spurs,LA Clippers,22200126,False,70,2022-11-04,True,LA Clippers,0.7799,0.7007,0.0405171875,0.035075,0.7056,0.6142,0.035109375,0.0294671875
Washington Wizards,Brooklyn Nets,22200123,False,70,2022-11-04,True,Brooklyn Nets,0.7276,0.6586,0.0369515625,0.0319015625,0.5649,0.4744,0.026234375,0.0210265625
Philadelphia 76ers,New York Knicks,22200122,False,70,2022-11-04,True,New York Knicks,0.7095,0.6061,0.0352015625,0.028796875,0.6907,0.6029,0.034515625,0.0287984375
New York Knicks,Boston Celtics,22200135,False,70,2022-11-05,True,Boston Celtics,0.7302,0.654,0.037009375,0.0316109375,0.8088,0.7278,0.042690625,0.0370203125
Milwaukee Bucks,Oklahoma City Thunder,22200136,True,70,2022-11-05,True,Milwaukee Bucks,0.9383,0.9039,0.054446875,0.0513328125,0.7067,0.628,0.035425,0.0301296875
Atlanta Hawks,New Orleans Pelicans,22200134,True,70,2022-11-05,True,Atlanta Hawks,0.7957,0.7305,0.0422,0.037021875,0.7841,0.7139,0.0409265625,0.0360328125
Minnesota Timberwolves,Houston Rockets,22200137,True,70,2022-11-05,True,Minnesota Timberwolves,0.6779,0.5846,0.0330078125,0.0272703125,0.3944,0.3187,0.0168875,0.01290625
Orlando Magic,Sacramento Kings,22200132,False,70,2022-11-05,True,Sacramento Kings,0.509,0.4151,0.022771875,0.0175875,0.5913,0.4944,0.027778125,0.0220484375
Phoenix Suns,Portland Trail Blazers,22200139,True,70,2022-11-05,True,Phoenix Suns,0.8487,0.7839,0.0461078125,0.0409484375,0.8403,0.7806,0.0457765625,0.04064375
Charlotte Hornets,Brooklyn Nets,22200133,False,70,2022-11-05,True,Brooklyn Nets,0.6105,0.508,0.0287390625,0.0226203125,0.6079,0.5243,0.0289921875,0.023503125
Denver Nuggets,San Antonio Spurs,22200138,True,70,2022-11-05,True,Denver Nuggets,0.7801,0.7104,0.0411015625,0.0356078125,0.7451,0.6687,0.0380953125,0.0327765625
Toronto Raptors,Chicago Bulls,22200141,True,70,2022-11-06,True,Toronto Raptors,0.77,0.6993,0.03989375,0.034771875,0.7382,0.6645,0.0371609375,0.03179375
Los Angeles Lakers,Cleveland Cavaliers,22200140,False,70,2022-11-06,True,Cleveland Cavaliers,0.5338,0.4515,0.0242421875,0.0196671875,0.9033,0.8563,0.0511546875,0.046740625
Memphis Grizzlies,Washington Wizards,22200142,True,70,2022-11-06,True,Memphis Grizzlies,0.8216,0.7549,0.0439265625,0.038728125,0.6971,0.6096,0.0341484375,0.028746875
LA Clippers,Utah Jazz,22200143,False,70,2022-11-06,True,Utah Jazz,0.7481,0.6785,0.0383234375,0.033290625,0.8534,0.7844,0.0460234375,0.0411
San Antonio Spurs,Denver Nuggets,22200154,False,70,2022-11-07,True,Denver Nuggets,0.7158,0.6342,0.0356546875,0.0305625,0.8201,0.7495,0.0434203125,0.038265625
Chicago Bulls,Toronto Raptors,22200151,True,70,2022-11-07,True,Chicago Bulls,0.701,0.6149,0.034521875,0.02883125,0.803,0.7435,0.042259375,0.0377375
Orlando Magic,Houston Rockets,22200145,False,70,2022-11-07,True,Houston Rockets,0.4662,0.381,0.0204203125,0.01605,0.3541,0.2686,0.0145796875,0.010521875
Utah Jazz,Los Angeles Lakers,22200157,True,70,2022-11-07,True,Utah Jazz,0.8751,0.8218,0.048284375,0.0437875,0.4916,0.3976,0.0219484375,0.016934375
Atlanta Hawks,Milwaukee Bucks,22200149,True,70,2022-11-07,True,Atlanta Hawks,0.8375,0.7787,0.0450640625,0.0403484375,0.9478,0.9238,0.055684375,0.0529046875
Detroit Pistons,Oklahoma City Thunder,22200146,True,70,2022-11-07,True,Detroit Pistons,0.4694,0.3866,0.0206171875,0.016146875,0.6738,0.5892,0.0327390625,0.0273859375
Philadelphia 76ers,Phoenix Suns,22200148,True,70,2022-11-07,True,Philadelphia 76ers,0.6492,0.5646,0.0313875,0.0261375,0.8749,0.8248,0.048221875,0.0437609375
LA Clippers,Cleveland Cavaliers,22200158,True,70,2022-11-07,True,LA Clippers,0.7236,0.6338,0.0361234375,0.0301546875,0.922,0.8856,0.0526734375,0.04935625
Minnesota Timberwolves,New York Knicks,22200153,False,70,2022-11-07,True,New York Knicks,0.7141,0.6312,0.035696875,0.0297875,0.689,0.6074,0.0337625,0.0286125
Charlotte Hornets,Washington Wizards,22200144,False,70,2022-11-07,True,Washington Wizards,0.5585,0.4606,0.02563125,0.0199421875,0.6528,0.5534,0.0313609375,0.0253546875
