home,away,game_id,home_win,season_num,date,reg_season,winner,hpg,hpb,hcg,hcb,apg,apb,acg,acb
Toronto Raptors,Philadelphia 76ers,22400078,True,72,2024-10-25,True,Toronto Raptors,0.684,0.5934,0.034815625,0.028659375,0.6863,0.6018,0.0343671875,0.0290234375
Orlando Magic,Brooklyn Nets,22400077,True,72,2024-10-25,True,Orlando Magic,0.7613,0.6834,0.0396140625,0.03470625,0.6838,0.6051,0.03415625,0.02895
Houston Rockets,Memphis Grizzlies,22400082,True,72,2024-10-25,True,Houston Rockets,0.6432,0.5611,0.0315796875,0.026446875,0.7647,0.679,0.0399328125,0.0338296875
Utah Jazz,Golden State Warriors,22400084,False,72,2024-10-25,True,Golden State Warriors,0.6815,0.6007,0.034415625,0.0289453125,0.7628,0.6765,0.03953125,0.0338234375
Portland Trail Blazers,New Orleans Pelicans,22400086,False,72,2024-10-25,True,New Orleans Pelicans,0.6741,0.5934,0.0337890625,0.02835625,0.7529,0.6865,0.0390453125,0.03429375
Atlanta Hawks,Charlotte Hornets,22400079,True,72,2024-10-25,True,Atlanta Hawks,0.7253,0.6501,0.0371109375,0.031846875,0.7598,0.6886,0.039734375,0.0346109375
Denver Nuggets,LA Clippers,22400087,False,72,2024-10-26,True,LA Clippers,0.6797,0.5974,0.0339171875,0.029075,0.6791,0.5888,0.0339796875,0.028325
Washington Wizards,Cleveland Cavaliers,22400090,False,72,2024-10-26,True,Cleveland Cavaliers,0.6494,0.5536,0.03219375,0.0262296875,0.7971,0.7232,0.042525,0.03708125
Memphis Grizzlies,Orlando Magic,22400092,True,72,2024-10-26,True,Memphis Grizzlies,0.7253,0.6362,0.0370640625,0.03130625,0.7966,0.7361,0.042290625,0.0376515625
San Antonio Spurs,Houston Rockets,22400094,True,72,2024-10-26,True,San Antonio Spurs,0.5886,0.5083,0.028234375,0.0235203125,0.6775,0.5958,0.03344375,0.0288
Detroit Pistons,Boston Celtics,22400089,False,72,2024-10-26,True,Boston Celtics,0.6519,0.5701,0.0323796875,0.0268796875,0.793,0.725,0.042259375,0.0369203125
Phoenix Suns,Dallas Mavericks,22400095,True,72,2024-10-26,True,Phoenix Suns,0.7166,0.6304,0.036646875,0.0308265625,0.7489,0.6763,0.0390359375,0.0339890625
Los Angeles Lakers,Sacramento Kings,22400096,True,72,2024-10-26,True,Los Angeles Lakers,0.7871,0.7146,0.0416046875,0.036675,0.6795,0.5916,0.0342484375,0.028309375
Charlotte Hornets,Miami Heat,22400088,False,72,2024-10-26,True,Miami Heat,0.7298,0.6427,0.037378125,0.031696875,0.6509,0.56,0.031946875,0.0262796875
Minnesota Timberwolves,Toronto Raptors,22400093,True,72,2024-10-26,True,Minnesota Timberwolves,0.7104,0.6468,0.03616875,0.0314859375,0.7254,0.6511,0.03773125,0.03208125
Chicago Bulls,Oklahoma City Thunder,22400091,False,72,2024-10-26,True,Oklahoma City Thunder,0.7285,0.6567,0.0373859375,0.0325,0.7019,0.6456,0.0358140625,0.03153125
Brooklyn Nets,Milwaukee Bucks,22400098,True,72,2024-10-27,True,Brooklyn Nets,0.6619,0.5689,0.032840625,0.0269109375,0.6917,0.6295,0.034703125,0.030496875
Indiana Pacers,Philadelphia 76ers,22400097,False,72,2024-10-27,True,Philadelphia 76ers,0.6505,0.5694,0.03215,0.0266734375,0.6548,0.5645,0.032621875,0.026525
Portland Trail Blazers,New Orleans Pelicans,22400099,True,72,2024-10-27,True,Portland Trail Blazers,0.6281,0.5506,0.0307375,0.025709375,0.7776,0.712,0.0412359375,0.03629375
Oklahoma City Thunder,Atlanta Hawks,22400100,True,72,2024-10-27,True,Oklahoma City Thunder,0.7461,0.6778,0.0385390625,0.0335984375,0.7735,0.7028,0.04055625,0.035640625
Golden State Warriors,LA Clippers,22400101,False,72,2024-10-27,True,LA Clippers,0.7741,0.7048,0.0409359375,0.035915625,0.7101,0.6346,0.03613125,0.031090625
Phoenix Suns,Los Angeles Lakers,22400111,True,72,2024-10-28,True,Phoenix Suns,0.7456,0.6642,0.038440625,0.03286875,0.8148,0.7391,0.043759375,0.0381828125
Dallas Mavericks,Utah Jazz,22400110,True,72,2024-10-28,True,Dallas Mavericks,0.7108,0.6161,0.0362984375,0.0299015625,0.6259,0.5439,0.0308640625,0.0253296875
New York Knicks,Cleveland Cavaliers,22400106,False,72,2024-10-28,True,Cleveland Cavaliers,0.7357,0.6587,0.0380984375,0.0325234375,0.8349,0.7671,0.0453375,0.0401703125
Miami Heat,Detroit Pistons,22400105,True,72,2024-10-28,True,Miami Heat,0.6985,0.617,0.03519375,0.02964375,0.6153,0.5333,0.029825,0.0245296875
Boston Celtics,Milwaukee Bucks,22400104,True,72,2024-10-28,True,Boston Celtics,0.8353,0.7777,0.0454,0.0405703125,0.6578,0.5639,0.0325015625,0.026825
Toronto Raptors,Denver Nuggets,22400107,False,72,2024-10-28,True,Denver Nuggets,0.7002,0.6168,0.03525,0.029890625,0.6259,0.5391,0.030696875,0.025196875
Sacramento Kings,Portland Trail Blazers,22400112,True,72,2024-10-28,True,Sacramento Kings,0.625,0.5344,0.030565625,0.0249234375,0.6733,0.5887,0.03345625,0.027959375
Memphis Grizzlies,Chicago Bulls,22400108,False,72,2024-10-28,True,Chicago Bulls,0.7423,0.6667,0.0383078125,0.0331734375,0.7018,0.6277,0.0355125,0.030284375
Orlando Magic,Indiana Pacers,22400102,True,72,2024-10-28,True,Orlando Magic,0.7747,0.6983,0.0407140625,0.035359375,0.6112,0.5328,0.02933125,0.0245703125
San Antonio Spurs,Houston Rockets,22400109,False,72,2024-10-28,True,Houston Rockets,0.6288,0.5446,0.030409375,0.0254234375,0.6248,0.5427,0.0305859375,0.0250921875
Atlanta Hawks,Washington Wizards,22400103,False,72,2024-10-28,True,Washington Wizards,0.7402,0.6592,0.0379859375,0.0323359375,0.6175,0.5262,0.0298828125,0.024365625
Minnesota Timberwolves,Dallas Mavericks,22400114,False,72,2024-10-29,True,Dallas Mavericks,0.7539,0.6741,0.0391453125,0.0334671875,0.7461,0.675,0.0387921875,0.03363125
Utah Jazz,Sacramento Kings,22400115,False,72,2024-10-29,True,Sacramento Kings,0.585,0.4942,0.0278140625,0.022596875,0.677,0.5866,0.0337890625,0.028196875
Golden State Warriors,New Orleans Pelicans,22400116,True,72,2024-10-29,True,Golden State Warriors,0.7489,0.6649,0.0389265625,0.0331859375,0.7453,0.6692,0.0386765625,0.033434375
Brooklyn Nets,Denver Nuggets,22400113,False,72,2024-10-29,True,Denver Nuggets,0.7054,0.6211,0.0356171875,0.0300625,0.6678,0.5823,0.0333515625,0.027778125
Chicago Bulls,Orlando Magic,22400123,True,72,2024-10-30,True,Chicago Bulls,0.7387,0.6697,0.037884375,0.03310625,0.8095,0.7473,0.04320625,0.03818125
Philadelphia 76ers,Detroit Pistons,22400120,False,72,2024-10-30,True,Detroit Pistons,0.6967,0.6216,0.0349609375,0.0302015625,0.5711,0.4885,0.0267890625,0.0220171875
LA Clippers,Portland Trail Blazers,22400127,False,72,2024-10-30,True,Portland Trail Blazers,0.7395,0.679,0.0382671875,0.033853125,0.6161,0.5368,0.03011875,0.0249125
Cleveland Cavaliers,Los Angeles Lakers,22400118,True,72,2024-10-30,True,Cleveland Cavaliers,0.8608,0.8069,0.047575,0.043484375,0.7744,0.7074,0.0405828125,0.0358015625
Oklahoma City Thunder,San Antonio Spurs,22400125,True,72,2024-10-30,True,Oklahoma City Thunder,0.7874,0.7131,0.04144375,0.0359734375,0.59,0.5015,0.0281046875,0.022725
Washington Wizards,Atlanta Hawks,22400121,True,72,2024-10-30,True,Washington Wizards,0.6621,0.5684,0.0324234375,0.026815625,0.7014,0.6273,0.03519375,0.0302953125
Miami Heat,New York Knicks,22400122,False,72,2024-10-30,True,New York Knicks,0.7376,0.6675,0.0378703125,0.03295,0.6934,0.6226,0.0350171875,0.030175
Memphis Grizzlies,Brooklyn Nets,22400124,False,72,2024-10-30,True,Brooklyn Nets,0.7118,0.6258,0.036178125,0.0306,0.6558,0.5818,0.032415625,0.0274
Charlotte Hornets,Toronto Raptors,22400117,True,72,2024-10-30,True,Charlotte Hornets,0.6886,0.6167,0.034753125,0.0299265625,0.6562,0.5764,0.0325796875,0.02719375
Golden State Warriors,New Orleans Pelicans,22400126,True,72,2024-10-30,True,Golden State Warriors,0.7832,0.7186,0.041340625,0.0366875,0.7116,0.6335,0.0362796875,0.0307640625
Indiana Pacers,Boston Celtics,22400119,True,72,2024-10-30,True,Indiana Pacers,0.5713,0.4863,0.027159375,0.02190625,0.8562,0.797,0.047140625,0.0427171875
Dallas Mavericks,Houston Rockets,22400129,False,72,2024-10-31,True,Houston Rockets,0.7821,0.7165,0.041371875,0.0364953125,0.6734,0.5905,0.0335515625,0.02855
Utah Jazz,San Antonio Spurs,22400130,False,72,2024-10-31,True,San Antonio Spurs,0.5479,0.4589,0.0256578125,0.020715625,0.5509,0.4522,0.0253953125,0.0203984375
LA Clippers,Phoenix Suns,22400131,False,72,2024-10-31,True,Phoenix Suns,0.7174,0.6398,0.0362203125,0.03118125,0.788,0.7157,0.041565625,0.0366640625
Memphis Grizzlies,Milwaukee Bucks,22400128,True,72,2024-10-31,True,Memphis Grizzlies,0.6605,0.5958,0.033046875,0.0283015625,0.6227,0.5231,0.0300640625,0.0243921875
Charlotte Hornets,Boston Celtics,22400132,False,72,2024-11-01,True,Boston Celtics,0.7347,0.6584,0.0380046875,0.032540625,0.8312,0.7727,0.04500625,0.0406703125
Cleveland Cavaliers,Orlando Magic,22400133,True,72,2024-11-01,True,Cleveland Cavaliers,0.8857,0.8331,0.0495875,0.0450765625,0.7771,0.7004,0.0407421875,0.0350015625
Brooklyn Nets,Chicago Bulls,22400136,True,72,2024-11-01,True,Brooklyn Nets,0.701,0.6199,0.03524375,0.0298640625,0.7746,0.7026,0.0404546875,0.035346875
Toronto Raptors,Los Angeles Lakers,22400137,False,72,2024-11-01,True,Los Angeles Lakers,0.611,0.5342,0.0293546875,0.02466875,0.7416,0.6769,0.0383578125,0.03388125
New Orleans Pelicans,Indiana Pacers,22400138,True,72,2024-11-01,True,New Orleans Pelicans,0.6585,0.5823,0.03268125,0.0275046875,0.6205,0.5342,0.0298109375,0.024496875
Detroit Pistons,New York Knicks,22400134,False,72,2024-11-01,True,New York Knicks,0.621,0.5435,0.0301796875,0.025090625,0.7375,0.6702,0.0382578125,0.033159375
Minnesota Timberwolves,Denver Nuggets,22400139,True,72,2024-11-01,True,Minnesota Timberwolves,0.7095,0.6186,0.0361625,0.0298890625,0.6998,0.6235,0.035171875,0.0302671875
Portland Trail Blazers,Oklahoma City Thunder,22400140,False,72,2024-11-01,True,Oklahoma City Thunder,0.6605,0.5811,0.03260625,0.027671875,0.8039,0.7441,0.0431921875,0.038078125
Atlanta Hawks,Sacramento Kings,22400135,False,72,2024-11-01,True,Sacramento Kings,0.6745,0.5956,0.03323125,0.028265625,0.7002,0.6288,0.0350734375,0.0304328125
Charlotte Hornets,Boston Celtics,22400141,False,72,2024-11-02,True,Boston Celtics,0.7151,0.6264,0.0359640625,0.0303265625,0.8746,0.8136,0.0484953125,0.043578125
Denver Nuggets,Utah Jazz,22400148,True,72,2024-11-02,True,Denver Nuggets,0.6649,0.5778,0.032571875,0.027565625,0.4978,0.4018,0.02261875,0.017340625
San Antonio Spurs,Minnesota Timberwolves,22400146,True,72,2024-11-02,True,San Antonio Spurs,0.5782,0.4898,0.02756875,0.0220421875,0.738,0.658,0.038065625,0.032290625
Phoenix Suns,Portland Trail Blazers,22400149,True,72,2024-11-02,True,Phoenix Suns,0.8062,0.7444,0.043065625,0.0386421875,0.6232,0.5268,0.03026875,0.0241140625
LA Clippers,Oklahoma City Thunder,22400150,False,72,2024-11-02,True,Oklahoma City Thunder,0.6605,0.5788,0.0325140625,0.02719375,0.8406,0.7819,0.0454734375,0.041059375
Houston Rockets,Golden State Warriors,22400144,False,72,2024-11-02,True,Golden State Warriors,0.7013,0.6348,0.03533125,0.030634375,0.8121,0.7406,0.0435265625,0.038103125
Philadelphia 76ers,Memphis Grizzlies,22400142,False,72,2024-11-02,True,Memphis Grizzlies,0.6758,0.5797,0.03319375,0.0274859375,0.7044,0.6329,0.035228125,0.0305765625
Toronto Raptors,Sacramento Kings,22400143,True,72,2024-11-02,True,Toronto Raptors,0.5944,0.513,0.0283515625,0.0234578125,0.7368,0.6797,0.0378265625,0.033659375
Milwaukee Bucks,Cleveland Cavaliers,22400145,False,72,2024-11-02,True,Cleveland Cavaliers,0.5825,0.4872,0.02761875,0.02208125,0.9169,0.8624,0.052340625,0.0477078125
New Orleans Pelicans,Atlanta Hawks,22400152,False,72,2024-11-03,True,Atlanta Hawks,0.7007,0.6241,0.0350578125,0.0302015625,0.6325,0.5392,0.03058125,0.02473125
Brooklyn Nets,Detroit Pistons,22400151,False,72,2024-11-03,True,Detroit Pistons,0.7546,0.6689,0.038621875,0.0326609375,0.5923,0.4832,0.0279984375,0.0218
Dallas Mavericks,Orlando Magic,22400153,True,72,2024-11-03,True,Dallas Mavericks,0.7389,0.6657,0.038015625,0.032796875,0.7458,0.6747,0.0383265625,0.0332359375
Denver Nuggets,Toronto Raptors,22400166,True,72,2024-11-04,True,Denver Nuggets,0.7033,0.6262,0.03525625,0.0301125,0.6279,0.5486,0.030253125,0.02548125
Atlanta Hawks,Boston Celtics,22400157,False,72,2024-11-04,True,Boston Celtics,0.6805,0.5938,0.0336421875,0.0281640625,0.8956,0.8492,0.0503796875,0.046109375
Dallas Mavericks,Indiana Pacers,22400165,False,72,2024-11-04,True,Indiana Pacers,0.7701,0.7102,0.0401953125,0.0357609375,0.5882,0.5125,0.0277359375,0.02326875
Houston Rockets,New York Knicks,22400161,True,72,2024-11-04,True,Houston Rockets,0.6589,0.5784,0.0326140625,0.0271921875,0.7809,0.7151,0.0411203125,0.036090625
Washington Wizards,Golden State Warriors,22400155,False,72,2024-11-04,True,Golden State Warriors,0.7163,0.6363,0.0361953125,0.0310078125,0.8379,0.779,0.0453984375,0.0408953125
Phoenix Suns,Philadelphia 76ers,22400167,True,72,2024-11-04,True,Phoenix Suns,0.831,0.7701,0.045125,0.040334375,0.6389,0.5466,0.031440625,0.0252359375
Oklahoma City Thunder,Orlando Magic,22400163,True,72,2024-11-04,True,Oklahoma City Thunder,0.8587,0.8071,0.047403125,0.043175,0.7206,0.644,0.036575,0.0312375
New Orleans Pelicans,Portland Trail Blazers,22400164,False,72,2024-11-04,True,Portland Trail Blazers,0.6547,0.5679,0.0318125,0.0267609375,0.5746,0.4769,0.02698125,0.0213796875
Brooklyn Nets,Memphis Grizzlies,22400158,True,72,2024-11-04,True,Brooklyn Nets,0.7201,0.6402,0.0364078125,0.031225,0.7321,0.6628,0.0371046875,0.032409375
Minnesota Timberwolves,Charlotte Hornets,22400162,True,72,2024-11-04,True,Minnesota Timberwolves,0.6965,0.6249,0.0347421875,0.03010625,0.6748,0.6007,0.033546875,0.0287140625
LA Clippers,San Antonio Spurs,22400168,True,72,2024-11-04,True,LA Clippers,0.6251,0.5266,0.0298625,0.02425,0.6163,0.5299,0.029378125,0.02428125
Cleveland Cavaliers,Milwaukee Bucks,22400154,True,72,2024-11-04,True,Cleveland Cavaliers,0.9303,0.8982,0.0540484375,0.050775,0.5606,0.4751,0.02605,0.0207140625
Detroit Pistons,Los Angeles Lakers,22400156,True,72,2024-11-04,True,Detroit Pistons,0.653,0.5653,0.031534375,0.0262359375,0.7632,0.7018,0.039584375,0.035121875
Miami Heat,Sacramento Kings,22400159,False,72,2024-11-04,True,Sacramento Kings,0.7258,0.6391,0.036909375,0.030853125,0.6934,0.6114,0.034790625,0.02924375
Chicago Bulls,Utah Jazz,22400160,False,72,2024-11-04,True,Utah Jazz,0.7671,0.6985,0.0396984375,0.034559375,0.4294,0.3429,0.01888125,0.0144703125
Boston Celtics,Golden State Warriors,22400172,False,72,2024-11-06,True,Golden State Warriors,0.9229,0.887,0.053184375,0.04939375,0.8595,0.8002,0.0470796875,0.04256875
Atlanta Hawks,New York Knicks,22400171,True,72,2024-11-06,True,Atlanta Hawks,0.6521,0.5613,0.0320734375,0.025965625,0.774,0.6893,0.0402109375,0.03438125
Houston Rockets,San Antonio Spurs,22400173,True,72,2024-11-06,True,Houston Rockets,0.6977,0.607,0.034871875,0.0289875,0.5697,0.4643,0.0263828125,0.02066875
Dallas Mavericks,Chicago Bulls,22400176,True,72,2024-11-06,True,Dallas Mavericks,0.7337,0.661,0.0372453125,0.0320265625,0.7298,0.6494,0.037178125,0.0316875
LA Clippers,Philadelphia 76ers,22400179,True,72,2024-11-06,True,LA Clippers,0.6498,0.557,0.0317140625,0.025925,0.6088,0.5298,0.028884375,0.024190625
New Orleans Pelicans,Cleveland Cavaliers,22400175,False,72,2024-11-06,True,Cleveland Cavaliers,0.5991,0.5146,0.0285171875,0.023309375,0.9518,0.9247,0.0560453125,0.0532796875
Memphis Grizzlies,Los Angeles Lakers,22400174,True,72,2024-11-06,True,Memphis Grizzlies,0.6952,0.6063,0.0347296875,0.028696875,0.7336,0.6438,0.0370421875,0.031265625
Indiana Pacers,Orlando Magic,22400170,True,72,2024-11-06,True,Indiana Pacers,0.6559,0.5719,0.031915625,0.0265234375,0.7016,0.6101,0.035153125,0.02904375
Charlotte Hornets,Detroit Pistons,22400169,True,72,2024-11-06,True,Charlotte Hornets,0.6546,0.5616,0.032215625,0.0263265625,0.6964,0.6207,0.034853125,0.029615625
Sacramento Kings,Toronto Raptors,22400180,True,72,2024-11-06,True,Sacramento Kings,0.7289,0.6493,0.037228125,0.0318359375,0.612,0.5318,0.0292328125,0.024178125
Denver Nuggets,Oklahoma City Thunder,22400177,True,72,2024-11-06,True,Denver Nuggets,0.7317,0.6505,0.0372234375,0.031471875,0.8769,0.8259,0.0488546875,0.044321875
Phoenix Suns,Miami Heat,22400178,True,72,2024-11-06,True,Phoenix Suns,0.8534,0.7981,0.046875,0.0424703125,0.6998,0.6215,0.0348484375,0.0297625
San Antonio Spurs,Portland Trail Blazers,22400183,True,72,2024-11-07,True,San Antonio Spurs,0.509,0.4122,0.0228,0.0176203125,0.5965,0.515,0.02814375,0.023428125
Chicago Bulls,Minnesota Timberwolves,22400181,False,72,2024-11-07,True,Minnesota Timberwolves,0.7019,0.6218,0.034965625,0.029553125,0.7281,0.6507,0.03699375,0.0317921875
Milwaukee Bucks,Utah Jazz,22400182,True,72,2024-11-07,True,Milwaukee Bucks,0.5252,0.4461,0.0237890625,0.01954375,0.4513,0.3726,0.0198125,0.0156421875
Oklahoma City Thunder,Houston Rockets,22400192,True,72,2024-11-08,True,Oklahoma City Thunder,0.8577,0.7989,0.0467984375,0.042071875,0.7288,0.6446,0.0369171875,0.0309765625
New York Knicks,Milwaukee Bucks,22400189,True,72,2024-11-08,True,New York Knicks,0.7371,0.6638,0.03726875,0.032315625,0.5698,0.485,0.0266859375,0.0216703125
Cleveland Cavaliers,Golden State Warriors,22400188,True,72,2024-11-08,True,Cleveland Cavaliers,0.9621,0.9377,0.0572109375,0.0547734375,0.8769,0.8232,0.04873125,0.044325
Sacramento Kings,LA Clippers,22400196,False,72,2024-11-08,True,LA Clippers,0.7717,0.6946,0.039953125,0.03416875,0.6984,0.6015,0.0349203125,0.028375
Boston Celtics,Brooklyn Nets,22400187,True,72,2024-11-08,True,Boston Celtics,0.9075,0.8668,0.051471875,0.04786875,0.7779,0.699,0.04035625,0.0347359375
Denver Nuggets,Miami Heat,22400194,True,72,2024-11-08,True,Denver Nuggets,0.7615,0.6874,0.03944375,0.0344203125,0.6627,0.5793,0.0322421875,0.027228125
Orlando Magic,New Orleans Pelicans,22400186,True,72,2024-11-08,True,Orlando Magic,0.6616,0.5865,0.0322484375,0.0273046875,0.5557,0.473,0.0255578125,0.0205359375
Dallas Mavericks,Phoenix Suns,22400190,False,72,2024-11-08,True,Phoenix Suns,0.7663,0.6904,0.0396671875,0.0344375,0.8837,0.8237,0.0494046875,0.0443390625
Minnesota Timberwolves,Portland Trail Blazers,22400193,True,72,2024-11-08,True,Minnesota Timberwolves,0.7717,0.6888,0.0398953125,0.03405,0.5625,0.4624,0.026103125,0.02039375
Detroit Pistons,Atlanta Hawks,22400185,True,72,2024-11-08,True,Detroit Pistons,0.6666,0.5801,0.0328046875,0.0270125,0.7094,0.6224,0.0355765625,0.029571875
Memphis Grizzlies,Washington Wizards,22400191,True,72,2024-11-08,True,Memphis Grizzlies,0.7336,0.6401,0.036928125,0.0309078125,0.7073,0.6137,0.03524375,0.0296484375
Los Angeles Lakers,Philadelphia 76ers,22400195,True,72,2024-11-08,True,Los Angeles Lakers,0.6887,0.6103,0.0335859375,0.028921875,0.569,0.4925,0.0268765625,0.0221890625
Charlotte Hornets,Indiana Pacers,22400184,True,72,2024-11-08,True,Charlotte Hornets,0.7091,0.6225,0.0355609375,0.029828125,0.7166,0.629,0.0359453125,0.0300015625
Atlanta Hawks,Chicago Bulls,22400198,False,72,2024-11-09,True,Chicago Bulls,0.6794,0.5816,0.033103125,0.027125,0.6662,0.5863,0.032559375,0.02728125
Cleveland Cavaliers,Brooklyn Nets,22400199,True,72,2024-11-09,True,Cleveland Cavaliers,0.9736,0.9542,0.0587046875,0.0564125,0.7403,0.6711,0.0380203125,0.0326015625
LA Clippers,Toronto Raptors,22400200,True,72,2024-11-09,True,LA Clippers,0.7165,0.6458,0.0361390625,0.0312015625,0.5739,0.4999,0.026553125,0.022190625
San Antonio Spurs,Utah Jazz,22400197,False,72,2024-11-09,True,Utah Jazz,0.5571,0.4663,0.02516875,0.0202046875,0.415,0.3166,0.0176734375,0.0130859375
Denver Nuggets,Dallas Mavericks,22400208,True,72,2024-11-10,True,Denver Nuggets,0.7923,0.7202,0.04154375,0.036309375,0.7165,0.6353,0.0360625,0.0307703125
Milwaukee Bucks,Boston Celtics,22400202,False,72,2024-11-10,True,Boston Celtics,0.5386,0.4559,0.024528125,0.0196984375,0.9341,0.9022,0.0541125,0.050646875
Oklahoma City Thunder,Golden State Warriors,22400207,False,72,2024-11-10,True,Golden State Warriors,0.8778,0.829,0.0487,0.0443953125,0.8529,0.7968,0.0467296875,0.0416828125
Detroit Pistons,Houston Rockets,22400201,False,72,2024-11-10,True,Houston Rockets,0.7137,0.6458,0.0356015625,0.030996875,0.684,0.6011,0.033728125,0.0281203125
Portland Trail Blazers,Memphis Grizzlies,22400210,False,72,2024-11-10,True,Memphis Grizzlies,0.5005,0.4171,0.0223859375,0.0177765625,0.755,0.6848,0.0387046875,0.033928125
Philadelphia 76ers,Charlotte Hornets,22400205,True,72,2024-11-10,True,Philadelphia 76ers,0.5473,0.4601,0.024971875,0.0199125,0.759,0.6835,0.0389125,0.0334625
Minnesota Timberwolves,Miami Heat,22400206,False,72,2024-11-10,True,Miami Heat,0.7962,0.723,0.0413625,0.0364515625,0.6394,0.5515,0.030503125,0.0250125
Indiana Pacers,New York Knicks,22400203,True,72,2024-11-10,True,Indiana Pacers,0.6856,0.5898,0.03335625,0.0275640625,0.7935,0.7167,0.0410640625,0.036034375
Orlando Magic,Washington Wizards,22400204,True,72,2024-11-10,True,Orlando Magic,0.7182,0.6376,0.03609375,0.030340625,0.6753,0.5884,0.0329015625,0.027428125
Los Angeles Lakers,Toronto Raptors,22400211,True,72,2024-11-10,True,Los Angeles Lakers,0.7175,0.6404,0.0360375,0.0310171875,0.5381,0.4455,0.0245953125,0.0195234375
Phoenix Suns,Sacramento Kings,22400209,False,72,2024-11-10,True,Sacramento Kings,0.9016,0.8512,0.050690625,0.0463453125,0.7196,0.6282,0.0359203125,0.03040625
New Orleans Pelicans,Brooklyn Nets,22400214,False,72,2024-11-11,True,Brooklyn Nets,0.5074,0.4095,0.022190625,0.0174640625,0.7094,0.644,0.03555625,0.03095
Oklahoma City Thunder,LA Clippers,22400215,True,72,2024-11-11,True,Oklahoma City Thunder,0.8562,0.8046,0.0466078125,0.04228125,0.7591,0.6856,0.0389109375,0.0335328125
